39,9.88E+17,danglinwhiteboy,,04/21/2018 21:30:37,en,107,749,345,God's Realm of the Knights,1538,,
40,9.88E+17,jafbk,,04/21/2018 21:30:29,en,738,5166,3522,,10372,http://twitter.com/jafbk/statuses/987790700203925510,
41,9.88E+17,word_criminal,,04/21/2018 21:30:27,en,384,2688,464,Underland,5416,http://twitter.com/word_criminal/statuses/987790690028609537,
42,9.88E+17,VLabarum,,04/21/2018 21:30:26,en,1004,7028,2487,,14096,http://twitter.com/VLabarum/statuses/987790684391428097,
43,9.88E+17,daddyotrump1,,04/21/2018 21:30:25,en,812,5684,1518,,11408,http://twitter.com/daddyotrump1/statuses/987790681312845824,
44,9.88E+17,MyCrashIs,,04/21/2018 21:30:16,en,6371,44597,6800,United States,89234,http://twitter.com/MyCrashIs/statuses/987790645493317634,
45,9.88E+17,bigbleu515,,04/21/2018 21:30:13,en,786,5502,1475,Niagara Falls,11044,http://twitter.com/bigbleu515/statuses/987790630943420423,
46,9.88E+17,christianvistas,,04/21/2018 21:30:13,en,353,2471,352,"New York, USA",4982,,
47,9.88E+17,Wynegar37,,04/21/2018 21:30:05,en,468,3276,818,southwest michigan,6592,,
48,9.88E+17,CoolSteve12,,04/21/2018 21:29:49,en,839,5873,624,"45.652946, -122.584335",11786,,
49,9.88E+17,mignon138,,04/21/2018 21:29:29,en,444,3108,693,Austin TX,6256,,
50,9.88E+17,AndrewThaddeus,,04/21/2018 21:29:21,en,123,861,362,,1762,,
51,9.88E+17,silverbelle1008,,04/21/2018 21:29:20,en,1002,7014,1610,,14068,,
52,9.88E+17,LindaPi98833415,,04/21/2018 21:29:09,en,178,1246,48,,2532,,
53,9.88E+17,auntmimihere,,04/21/2018 21:29:07,en,815,5705,1251,Florida,11450,http://twitter.com/auntmimihere/statuses/987790356635930624,
54,9.88E+17,NotSoLibtarded,,04/21/2018 21:29:04,en,373,2611,457,"Florida, USA",5262,http://twitter.com/NotSoLibtarded/statuses/987790343931351042,
55,9.88E+17,EmbraceTheJ,,04/21/2018 21:29:04,en,1817,12719,952,"Los Angeles, CA (via The Chi)",25478,http://twitter.com/EmbraceTheJ/statuses/987790343549501441,
56,9.88E+17,AlphaOmega_1988,,04/21/2018 21:28:39,en,198,1386,576,worldwide,2812,http://twitter.com/AlphaOmega_1988/statuses/987790237031157760,
57,9.88E+17,anntinaz480_ann,,04/21/2018 21:28:24,en,648,4536,498,,9112,http://twitter.com/anntinaz480_ann/statuses/987790176473645056,
58,9.88E+17,careyc1210,,04/21/2018 21:28:14,en,18200,127400,17699,Lake of the Ozarks,254840,http://twitter.com/careyc1210/statuses/987790134073585670,
59,9.88E+17,fouser_renee,,04/21/2018 21:28:10,en,1253,8771,133,"Wisconsin, USA",17582,http://twitter.com/fouser_renee/statuses/987790117011120128,
60,9.88E+17,burnout_pt,,04/21/2018 21:27:44,en,1281,8967,696,,17974,http://twitter.com/burnout_pt/statuses/987790008072499200,
61,9.88E+17,hmm_ummm_ohhh_,,04/21/2018 21:27:43,en,87,609,593,"Seattle, WA",1258,http://twitter.com/hmm_ummm_ohhh_/statuses/987790001113939968,
62,9.88E+17,DavidinPcola,,04/21/2018 21:27:31,en,5,35,26,Pensacola,110,http://twitter.com/DavidinPcola/statuses/987789950748905472,
63,9.88E+17,NidaTrump,,04/21/2018 21:27:28,en,4447,31129,4354,TRUMP red state - _FOX NEWS,62298,http://twitter.com/NidaTrump/statuses/987789938522542080,
64,9.88E+17,sixtyluckylady,,04/21/2018 21:26:59,en,542,3794,135,"Dallas, TX",7628,http://twitter.com/sixtyluckylady/statuses/987789817781026822,
65,9.88E+17,IINAlab,,04/21/2018 21:26:57,ja,4806,33642,3639,_??_??___??_??___??_?,67324,http://twitter.com/IINAlab/statuses/987789809648263168,
66,9.88E+17,trumpsterpistol,,04/21/2018 21:26:54,en,368,2576,486,NYC,5192,http://twitter.com/trumpsterpistol/statuses/987789795471523841,
67,9.88E+17,FuzzyWuzzyDice,,04/21/2018 21:26:51,en,18,126,62,"North Carolina, USA",292,http://twitter.com/FuzzyWuzzyDice/statuses/987789782746091520,
68,9.88E+17,diana_masna_14,,04/21/2018 21:26:15,pt,243,1701,348,Num lugar que nem eu sei se existe,3442,,
69,9.88E+17,MaryMastersMS,,04/21/2018 21:26:12,en,2612,18284,4232,United States,36608,http://twitter.com/MaryMastersMS/statuses/987789619457601536,
70,9.88E+17,ArleneAmerican,,04/21/2018 21:26:10,en,11,77,184,,194,http://twitter.com/ArleneAmerican/statuses/987789614038433792,
71,9.88E+17,cjrouterman,,04/21/2018 21:26:08,en,891,6237,1394,Merica! so suck it,12514,http://twitter.com/cjrouterman/statuses/987789603129118720,
72,9.88E+17,2017Pdc,,04/21/2018 21:25:57,es,1132,7924,3369,"Quilpué, Valparaíso, Chile. ",15888,http://twitter.com/2017Pdc/statuses/987789556710862848,
73,9.88E+17,Saucy_Sis,,04/21/2018 21:25:19,en,1022,7154,882,FOLLOW ONLY!- I DELETE LISTS,14348,http://twitter.com/Saucy_Sis/statuses/987789397327216640,
74,9.88E+17,tridder1,,04/21/2018 21:25:18,en,87,609,161,,1258,http://twitter.com/tridder1/statuses/987789393917300736,
75,9.88E+17,Yeson522Hen,,04/21/2018 21:25:10,en,385,2695,1279,,5430,http://twitter.com/Yeson522Hen/statuses/987789361122041862,
76,9.88E+17,Stildo82,,04/21/2018 21:25:07,en,15,105,93,,250,http://twitter.com/Stildo82/statuses/987789349872746496,
77,9.88E+17,legonfi,,04/21/2018 21:25:05,pt,3965,27755,225,Portugal,55550,http://twitter.com/legonfi/statuses/987789341337538562,
78,9.88E+17,KevinEdge2,,04/21/2018 21:24:57,en,397,2779,195,S.Surrey,5598,http://twitter.com/KevinEdge2/statuses/987789307304800256,
79,9.88E+17,PaulZicker,,04/21/2018 21:24:45,en,55,385,284,,810,http://twitter.com/PaulZicker/statuses/987789256398688256,
80,9.88E+17,rtamesis,,04/21/2018 21:24:37,en,534,3738,71,"Federal Way, WA",7516,http://twitter.com/rtamesis/statuses/987789220340158464,
81,9.88E+17,shkarren,,04/21/2018 21:24:35,en,453,3171,202,United States,6382,http://twitter.com/shkarren/statuses/987789212530368512,
82,9.88E+17,ChristieFitzma1,,04/21/2018 21:24:23,en,24,168,199,WA,376,http://twitter.com/ChristieFitzma1/statuses/987789165184995329,
83,9.88E+17,michaeljames86,,04/21/2018 21:24:21,en,2259,15813,2651,South dakota,31666,http://twitter.com/michaeljames86/statuses/987789153545936896,
84,9.88E+17,America15015328,,04/21/2018 21:24:10,en,207,1449,282,"Baltimore, MD",2938,http://twitter.com/America15015328/statuses/987789108503334915,
85,9.88E+17,SAlkhalifa23,,04/21/2018 21:24:04,en,235,1645,228,Bahrain,3330,http://twitter.com/SAlkhalifa23/statuses/987789083035492357,
86,9.88E+17,Matthopkins81,,04/21/2018 21:24:03,en,2221,15547,513,"North Carolina, USA",31134,http://twitter.com/Matthopkins81/statuses/987789079331917824,
87,9.88E+17,222_gloria,,04/21/2018 21:23:43,en,84,588,127,,1216,,
88,9.88E+17,TameeTime,,04/21/2018 21:23:23,en,546,3822,1138,Ca,7684,http://twitter.com/TameeTime/statuses/987788910632697856,
89,9.88E+17,EVGRtacocat,,04/21/2018 21:23:21,en,39,273,84,"Texas, USA",586,http://twitter.com/EVGRtacocat/statuses/987788904626556928,
90,9.88E+17,GrittaMarcus,,04/21/2018 21:23:21,en,5632,39424,6088,United States no LIBTARDS,78888,http://twitter.com/GrittaMarcus/statuses/987788902747516928,
91,9.88E+17,TsalagiHeart,,04/21/2018 21:23:13,en,23,161,137,"Georgia, USA",362,http://twitter.com/TsalagiHeart/statuses/987788871642570752,
92,9.88E+17,Saucy_Sis,,04/21/2018 21:23:12,en,1022,7154,882,FOLLOW ONLY!- I DELETE LISTS,14348,http://twitter.com/Saucy_Sis/statuses/987788864625545217,
93,9.88E+17,KellyStreeper,,04/21/2018 21:23:02,en,13417,93919,6144,,187878,http://twitter.com/KellyStreeper/statuses/987788823718281216,
94,9.88E+17,WKrummholz,,04/21/2018 21:23:01,en,4004,28028,4257,"Colorado, USA",56096,http://twitter.com/WKrummholz/statuses/987788821725986816,
95,9.88E+17,WKrummholz,,04/21/2018 21:22:58,en,4004,28028,4257,"Colorado, USA",56096,http://twitter.com/WKrummholz/statuses/987788805502464000,
96,9.88E+17,RobertGELwell,,04/21/2018 21:22:53,en,131,917,299,"Las Vegas, NV",1874,http://twitter.com/RobertGELwell/statuses/987788785277546497,
97,9.88E+17,robinp5215,,04/21/2018 21:22:47,en,1352,9464,1973,,18968,http://twitter.com/robinp5215/statuses/987788761588293632,
98,9.88E+17,velezonator,,04/21/2018 21:22:44,en,110,770,407,"chicago, il",1580,http://twitter.com/velezonator/statuses/987788749328322560,
99,9.88E+17,Scipio6,,04/21/2018 21:22:43,en-gb,25,175,79,Galt's Gulch,390,http://twitter.com/Scipio6/statuses/987788745134039040,
100,9.88E+17,AflieChurch,,04/21/2018 21:22:18,en,316,2212,581,,4464,http://twitter.com/AflieChurch/statuses/987788637784956930,
101,9.88E+17,textalytics,,04/21/2018 21:22:08,en,162,1134,568,"San Francisco, CA",2308,,
102,9.88E+17,MingBlueTeaCup,,04/21/2018 21:21:43,en,911,6377,1519,NY,12794,http://twitter.com/MingBlueTeaCup/statuses/987788491827408897,
103,9.88E+17,glennamcgraw,,04/21/2018 21:21:37,en,102,714,320,,1468,http://twitter.com/glennamcgraw/statuses/987788467764645888,
104,9.88E+17,gsfdsf4,,04/21/2018 21:21:22,en,13,91,366,"Gujarat, India",222,http://twitter.com/gsfdsf4/statuses/987788402522193920,
105,9.88E+17,MelanieEli2015,,04/21/2018 21:21:18,en,733,5131,320,,10302,http://twitter.com/MelanieEli2015/statuses/987788389503066112,
106,9.88E+17,Bajapantirojo,,04/21/2018 21:21:16,en,936,6552,1064,"West Carson, CA",13144,http://twitter.com/Bajapantirojo/statuses/987788378291785728,
107,9.88E+17,PamelaB98884515,,04/21/2018 21:21:15,en,257,1799,403,,3638,http://twitter.com/PamelaB98884515/statuses/987788375372550149,
108,9.88E+17,ChandlerJReece,,04/21/2018 21:20:46,en,14,98,21,"North Carolina, USA",236,http://twitter.com/ChandlerJReece/statuses/987788254261936128,
109,9.88E+17,banditlink,,04/21/2018 21:20:38,en,655,4585,1307,Roanoke Rapids.NC,9210,http://twitter.com/banditlink/statuses/987788220606898176,
110,9.88E+17,malcoem,,04/21/2018 21:20:24,es,6,42,85,,124,http://twitter.com/malcoem/statuses/987788160737390599,
111,9.88E+17,Andrews2cents,,04/21/2018 21:20:17,en,46,322,32,"New York, USA",684,http://twitter.com/Andrews2cents/statuses/987788133889658880,
112,9.88E+17,SawyerAndrew,,04/21/2018 21:20:04,en,3516,24612,3902,Memphis,49264,http://twitter.com/SawyerAndrew/statuses/987788078973640704,
113,9.88E+17,SU2CandMe,,04/21/2018 21:20:01,en,2313,16191,1483,USA,32422,http://twitter.com/SU2CandMe/statuses/987788066101301248,
114,9.88E+17,eye95,,04/21/2018 21:19:49,en,307,2149,172,"Fairborn, Ohio",4338,http://twitter.com/eye95/statuses/987788013433446400,
115,9.88E+17,tleary1,,04/21/2018 21:19:32,en,74,518,273,,1076,http://twitter.com/tleary1/statuses/987787944613232643,
116,9.88E+17,SheriAlba,,04/21/2018 21:19:31,en,905,6335,669,"Texas, simply the best!",12710,http://twitter.com/SheriAlba/statuses/987787940628717568,
117,9.88E+17,abington_chris,,04/21/2018 21:19:19,en,331,2317,212,,4674,http://twitter.com/abington_chris/statuses/987787889386901505,
118,9.88E+17,fdemag,,04/21/2018 21:19:03,en,423,2961,522,,5962,,
119,9.88E+17,kvandry,,04/21/2018 21:19:01,en,986,6902,985,,13844,http://twitter.com/kvandry/statuses/987787811322564614,
120,9.88E+17,JohnCFischer1,,04/21/2018 21:18:48,en,1201,8407,1153,"Las Vegas, NV",16854,http://twitter.com/JohnCFischer1/statuses/987787757744369664,
121,9.88E+17,swellcl,,04/21/2018 21:18:38,en,243,1701,419,"Galveston, TX",3442,http://twitter.com/swellcl/statuses/987787717554585600,
122,9.88E+17,Bobisgod13,,04/21/2018 21:18:13,en,389,2723,742,york pa,5486,http://twitter.com/Bobisgod13/statuses/987787610570592256,
123,9.88E+17,derf64,,04/21/2018 21:18:10,en,2115,14805,2658,State of Jefferson,29650,http://twitter.com/derf64/statuses/987787599971414016,
124,9.88E+17,tulumello2011,,04/21/2018 21:17:52,en,8578,60046,8777,California,120132,http://twitter.com/tulumello2011/statuses/987787523458924544,
125,9.88E+17,HawkeRaven,,04/21/2018 21:17:42,en,540,3780,201,Asgard,7600,http://twitter.com/HawkeRaven/statuses/987787482862424071,
126,9.88E+17,pedrozero,,04/21/2018 21:17:38,en,343,2401,1195,Los Angeles,4842,http://twitter.com/pedrozero/statuses/987787466936532993,
127,9.88E+17,TheyAreHere,,04/21/2018 21:17:37,en,252,1764,425,,3568,http://twitter.com/TheyAreHere/statuses/987787459869200385,
128,9.88E+17,rdp24k,,04/21/2018 21:17:25,en,2105,14735,3008,,29510,http://twitter.com/rdp24k/statuses/987787411475304450,
129,9.88E+17,Ready1M,,04/21/2018 21:16:55,en,1466,10262,1727,"Missouri, USA",20564,http://twitter.com/Ready1M/statuses/987787285432283136,
130,9.88E+17,Rtfighter_MAGA,,04/21/2018 21:16:26,en,5128,35896,3935,Total red state,71832,http://twitter.com/Rtfighter_MAGA/statuses/987787162627211264,
131,9.88E+17,dkroue45,,04/21/2018 21:16:03,en,189,1323,33,"Detroit, MI",2686,,
132,9.88E+17,RockCrusher2,,04/21/2018 21:16:00,en,2100,14700,4999,,29440,http://twitter.com/RockCrusher2/statuses/987787053806051330,
133,9.88E+17,HustinJouse,,04/21/2018 21:15:48,en,21,147,478,,334,http://twitter.com/HustinJouse/statuses/987787001603723265,
134,9.88E+17,ksfloyd1,,04/21/2018 21:15:29,en,339,2373,882,Arkansas,4786,http://twitter.com/ksfloyd1/statuses/987786922499166208,
135,9.88E+17,quality_scents,,04/21/2018 21:15:27,en,83,581,87,USA,1202,http://twitter.com/quality_scents/statuses/987786915314257920,
136,9.88E+17,LongTidalRiver,,04/21/2018 21:15:22,en,3939,27573,4624,Somewhere in the 13 Colonies,55186,http://twitter.com/LongTidalRiver/statuses/987786893319340032,
137,9.88E+17,KatieR4567,,04/21/2018 21:15:17,en,150,1050,137,,2140,http://twitter.com/KatieR4567/statuses/987786873081708544,
138,9.88E+17,Paulgorce1,,04/21/2018 21:14:56,en,175,1225,410,,2490,http://twitter.com/Paulgorce1/statuses/987786785072799744,
139,9.88E+17,TOSFALLA3,,04/21/2018 21:14:53,en,272,1904,286,,3848,http://twitter.com/TOSFALLA3/statuses/987786770950643713,
140,9.88E+17,SandersDave6,,04/21/2018 21:14:52,en,28,196,150,Israel,432,http://twitter.com/SandersDave6/statuses/987786769289576450,
141,9.88E+17,on_azimuth,,04/21/2018 21:14:44,en,1198,8386,1475,"Open Road, USA",16812,,
142,9.88E+17,KatieR4567,,04/21/2018 21:14:41,en,150,1050,137,,2140,http://twitter.com/KatieR4567/statuses/987786722258731008,
143,9.88E+17,BobALynn,,04/21/2018 21:14:19,en,166,1162,662,"Columbia, SC",2364,http://twitter.com/BobALynn/statuses/987786628633686017,
144,9.88E+17,etf13,,04/21/2018 21:14:15,en,3434,24038,4132,,48116,http://twitter.com/etf13/statuses/987786614809100288,
145,9.88E+17,darthur111,,04/21/2018 21:13:55,en,11428,79996,11754,"Texas, USA",160032,http://twitter.com/darthur111/statuses/987786527999655940,
146,9.88E+17,infomologist,,04/21/2018 21:13:54,en,73,511,130,"Philadelphia, PA",1062,http://twitter.com/infomologist/statuses/987786525298561024,
147,9.88E+17,MANNYDESANTIAGO,,04/21/2018 21:13:40,en,1418,9926,1292,"California, USA",19892,http://twitter.com/MANNYDESANTIAGO/statuses/987786465726758912,
148,9.88E+17,First2Chat,,04/21/2018 21:13:37,en,1,7,1,,54,http://twitter.com/First2Chat/statuses/987786454158852097,
149,9.88E+17,derf64,,04/21/2018 21:13:30,en,2115,14805,2658,State of Jefferson,29650,,
150,9.88E+17,twojs,,04/21/2018 21:13:25,en,562,3934,501,"Texas, USA",7908,http://twitter.com/twojs/statuses/987786402741063681,
151,9.88E+17,RReisner,,04/21/2018 21:13:02,en,82,574,14,,1188,http://twitter.com/RReisner/statuses/987786308042002434,
152,9.88E+17,tellok,,04/21/2018 21:13:00,en,748,5236,906,,10512,http://twitter.com/tellok/statuses/987786300433584131,
153,9.88E+17,EvgenyMishura,,04/21/2018 21:12:50,ru,3994,27958,4016,,55956,http://twitter.com/EvgenyMishura/statuses/987786255797772288,
154,9.88E+17,daggeredges,,04/21/2018 21:12:47,en,46,322,267,daggeredges@gmail.com,684,http://twitter.com/daggeredges/statuses/987786246075265024,
155,9.88E+17,aleykhat,,04/21/2018 21:12:47,en,4780,33460,4788,The Lone Star State,66960,,
156,9.88E+17,GregDiamond7,,04/21/2018 21:12:46,en,86,602,63,Clarion,1244,http://twitter.com/GregDiamond7/statuses/987786238798258177,
157,9.88E+17,eeffww123,,04/21/2018 21:12:41,en,296,2072,673,SoCal,4184,http://twitter.com/eeffww123/statuses/987786219026235392,
158,9.88E+17,TheresaStrackk,,04/21/2018 21:12:33,en,18,126,51,,292,http://twitter.com/TheresaStrackk/statuses/987786185803272192,
159,9.88E+17,accountablesol,,04/21/2018 21:12:33,en,239,1673,646,,3386,http://twitter.com/accountablesol/statuses/987786184603635712,
160,9.88E+17,cheesy_rider,,04/21/2018 21:12:32,en,6,42,9,Idaho,124,http://twitter.com/cheesy_rider/statuses/987786182154108928,
161,9.88E+17,timthecripple,,04/21/2018 21:12:23,en,6641,46487,6893,Hawaii,93014,http://twitter.com/timthecripple/statuses/987786143943938048,
162,9.88E+17,av8trix6,,04/21/2018 21:12:18,en,1158,8106,1725,secluded in the desert.,16252,http://twitter.com/av8trix6/statuses/987786122603347968,
163,9.88E+17,JASONDOLLAS,,04/21/2018 21:12:15,en,100072,700504,109722,DENVER _ MIA. ATL. L.A. NYC.,1401048,http://twitter.com/JASONDOLLAS/statuses/987786111467454464,
164,9.88E+17,SiobhanRavenW,,04/21/2018 21:11:58,en,159,1113,144,"Arkansas, USA",2266,,
165,9.88E+17,geekingaround45,,04/21/2018 21:11:56,en,81,567,24,Lookin for de way,1174,http://twitter.com/geekingaround45/statuses/987786029078908928,
166,9.88E+17,plattypuss2,,04/21/2018 21:11:45,en,24,168,108,Australia,376,http://twitter.com/plattypuss2/statuses/987785984963051520,
167,9.88E+17,stlemt911,,04/21/2018 21:11:06,en,110,770,416,North Carolina via Tennessee,1580,http://twitter.com/stlemt911/statuses/987785820810563584,
168,9.88E+17,nae_auth,,04/21/2018 21:11:06,ja,17197,120379,53,_??_ _??,240798,http://twitter.com/nae_auth/statuses/987785819875414016,
169,9.88E+17,CrownoftheVally,,04/21/2018 21:10:59,en,319,2233,644,,4506,http://twitter.com/CrownoftheVally/statuses/987785790854844416,
170,9.88E+17,chuckbrown7,,04/21/2018 21:10:54,en,682,4774,620,oregon,9588,http://twitter.com/chuckbrown7/statuses/987785771636551680,
171,9.88E+17,daggeredges,,04/21/2018 21:10:39,en,46,322,267,daggeredges@gmail.com,684,http://twitter.com/daggeredges/statuses/987785708776579073,
172,9.88E+17,Dee601,,04/21/2018 21:10:22,en,188,1316,111,,2672,http://twitter.com/Dee601/statuses/987785635221078017,
173,9.88E+17,AK49AT,,04/21/2018 21:10:19,en,150,1050,186,,2140,http://twitter.com/AK49AT/statuses/987785622902530048,
174,9.88E+17,quibbler,,04/21/2018 21:10:06,en,281,1967,366,"Houston, TX",3974,,
175,9.88E+17,darstin1957,,04/21/2018 21:10:06,en,211,1477,534,,2994,http://twitter.com/darstin1957/statuses/987785567579582464,
176,9.88E+17,cjoybluv,,04/21/2018 21:10:05,en,192,1344,843,"Portland, OR",2728,http://twitter.com/cjoybluv/statuses/987785565213872128,
177,9.88E+17,Madrox_Thomas,,04/21/2018 21:10:02,en,55,385,181,Undisclosed/Parts Unknown,810,http://twitter.com/Madrox_Thomas/statuses/987785553885069312,
178,9.88E+17,telly1474,,04/21/2018 21:09:59,en,17,119,148,"Rock Springs, WY",278,http://twitter.com/telly1474/statuses/987785539406282752,
179,9.88E+17,JSelfBiz,,04/21/2018 21:09:59,en,308,2156,560,San Diego California,4352,http://twitter.com/JSelfBiz/statuses/987785538659794945,
180,9.88E+17,gangstatank,,04/21/2018 21:09:56,en,198,1386,1194,"Vancouver, BC",2812,http://twitter.com/gangstatank/statuses/987785525858746368,
181,9.88E+17,Choppinbroccoly,,04/21/2018 21:09:29,en,15,105,66,,250,http://twitter.com/Choppinbroccoly/statuses/987785415204790272,
182,9.88E+17,warrensheffield,,04/21/2018 21:09:22,en,408,2856,760,Texas,5752,http://twitter.com/warrensheffield/statuses/987785384720568320,
183,9.88E+17,vandeph,,04/21/2018 21:09:22,en,59,413,206,"Portland, OR",866,http://twitter.com/vandeph/statuses/987785384477126656,
184,9.88E+17,daggeredges,,04/21/2018 21:09:19,en,46,322,267,daggeredges@gmail.com,684,,
185,9.88E+17,Drewtoo4,,04/21/2018 21:09:12,en,43,301,99,"Iowa, USA",642,http://twitter.com/Drewtoo4/statuses/987785341351407616,
186,9.88E+17,hb348,,04/21/2018 21:08:50,en,667,4669,860,Colorado,9378,http://twitter.com/hb348/statuses/987785248401383424,
187,9.88E+17,SciFlyer78,,04/21/2018 21:08:49,en,535,3745,2094,"Not Hell But Close, England",7530,http://twitter.com/SciFlyer78/statuses/987785246191050752,
188,9.88E+17,drclgrab,,04/21/2018 21:08:48,en,255,1785,223,,3610,http://twitter.com/drclgrab/statuses/987785240251904000,
189,9.88E+17,JoshuaGivens,,04/21/2018 21:08:46,en,170,1190,144,,2420,http://twitter.com/JoshuaGivens/statuses/987785233977274374,
190,9.88E+17,helen_roddy,,04/21/2018 21:08:46,en,172,1204,20,,2448,http://twitter.com/helen_roddy/statuses/987785233834508288,
191,9.88E+17,Gstylez9,,04/21/2018 21:08:32,en,41,287,161,I'm right here,614,http://twitter.com/Gstylez9/statuses/987785174279598080,
192,9.88E+17,liberalsickness,,04/21/2018 21:08:30,en,3823,26761,3812,Psalms 132:5,53562,http://twitter.com/liberalsickness/statuses/987785165798768640,
