0,use_id,from_user,text,time,user_lang,user_followers_count,retweet_count,user_friends_count,user_location,user_favorites,status_url,entities_str
1,9.88E+17,malcoem,"RT @breenatadder: Only in America: Friend insulted @luxslive cause of skin color; also hires #WhitePrivilege youth that think they're black &amp; OPENLY USE THE N WORD.

This is an employee. RT if this is NOT OK w you.

#StarbucksBoycott #Starbucks #Starbucksprotest #BLM #BlackLivesMatter @LewisEverk https://t.co/Z7KYLgms2L",21/04/2018 21:20:24,es,6,42,85,,124,http://twitter.com/malcoem/statuses/987788160737390599,"{""hashtags"":[{""text"":""WhitePrivilege"",""indices"":[93,108]}],""symbols"":[],""user_mentions"":[{""screen_name"":""breenatadder"",""name"":""Breena Tadder"",""id"":814112821579546600,""id_str"":""814112821579546624"",""indices"":[3,16]},{""screen_name"":""luxslive"",""name"":""LUXS"",""id"":925431247056248800,""id_str"":""925431247056248832"",""indices"":[51,60]}],""urls"":[]}"
2,9.88E+17,Andrews2cents,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:20:17,en,46,322,32,"New York, USA",684,http://twitter.com/Andrews2cents/statuses/987788133889658880,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
3,9.88E+17,SawyerAndrew,"RT @amjoyshow: .@hmcghee: This is a teachable moment for the country, for other corporations who are watching, as well as for nearly 180,000 employees. Is it just about diversity, or is it about the structural racism that exists in our society? #AMJoy #Starbucks https://t.co/3Brgn6MuY1",21/04/2018 21:20:04,en,3516,24612,3902,Memphis,49264,http://twitter.com/SawyerAndrew/statuses/987788078973640704,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""amjoyshow"",""name"":""AM Joy w/Joy Reid"",""id"":731132367058968600,""id_str"":""731132367058968576"",""indices"":[3,13]},{""screen_name"":""hmcghee"",""name"":""Heather C. McGhee"",""id"":17375057,""id_str"":""17375057"",""indices"":[16,24]}],""urls"":[]}"
4,9.88E+17,SU2CandMe,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:20:01,en,2313,16191,1483,USA,32422,http://twitter.com/SU2CandMe/statuses/987788066101301248,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
5,9.88E+17,eye95,"RT @larryelder: The men said, ""We were told we had to buy something""--but we were NOT told we'd have to leave if we didn't. Well, gee, you see, if you still get to stay when you refuse to buy, then you really don't have to buy--after just being told that you had to. It's complicated.
#Starbucks",21/04/2018 21:19:49,en,307,2149,172,"Fairborn, Ohio",4338,http://twitter.com/eye95/statuses/987788013433446400,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
6,9.88E+17,tleary1,"RT @larryelder: Philadelphia Police Commish, who is black as was at least one of the cops, said his cops did nothing wrong. Apologized anyway. #Starbucks CEO confirms store policy requires a purchase. Apologized anyway. And media are treating the 2 black #victicrats like they're Rosa Parks.",21/04/2018 21:19:32,en,74,518,273,,1076,http://twitter.com/tleary1/statuses/987787944613232643,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
7,9.88E+17,SheriAlba,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:19:31,en,905,6335,669,"Texas, simply the best!",12710,http://twitter.com/SheriAlba/statuses/987787940628717568,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
8,9.88E+17,abington_chris,"RT @larryelder: Philadelphia Police Commish, who is black as was at least one of the cops, said his cops did nothing wrong. Apologized anyway. #Starbucks CEO confirms store policy requires a purchase. Apologized anyway. And media are treating the 2 black #victicrats like they're Rosa Parks.",21/04/2018 21:19:19,en,331,2317,212,,4674,http://twitter.com/abington_chris/statuses/987787889386901505,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
9,9.88E+17,fdemag,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:19:03,en,423,2961,522,,5962,,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
10,9.88E+17,kvandry,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:19:01,en,986,6902,985,,13844,http://twitter.com/kvandry/statuses/987787811322564614,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
11,9.88E+17,JohnCFischer1,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:18:48,en,1201,8407,1153,"Las Vegas, NV",16854,http://twitter.com/JohnCFischer1/statuses/987787757744369664,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
12,9.88E+17,swellcl,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:18:38,en,243,1701,419,"Galveston, TX",3442,http://twitter.com/swellcl/statuses/987787717554585600,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
13,9.88E+17,Bobisgod13,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:18:13,en,389,2723,742,york pa,5486,http://twitter.com/Bobisgod13/statuses/987787610570592256,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
14,9.88E+17,derf64,"RT @larryelder: Philadelphia Police Commish, who is black as was at least one of the cops, said his cops did nothing wrong. Apologized anyway. #Starbucks CEO confirms store policy requires a purchase. Apologized anyway. And media are treating the 2 black #victicrats like they're Rosa Parks.",21/04/2018 21:18:10,en,2115,14805,2658,State of Jefferson,29650,http://twitter.com/derf64/statuses/987787599971414016,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
15,9.88E+17,tulumello2011,"RT @ArizonaKayte: #Starbucks, one of the most #Liberal companies on planet earth, are falling all over themselves to show how sensitive they are &amp; will PC themselves straight out of business.

WALSH: The Facts Are In. The Real Story At Starbucks Is Entitlement, Not #Racism. https://t.co/2cbxp7YVHH",21/04/2018 21:17:52,en,8578,60046,8777,California,120132,http://twitter.com/tulumello2011/statuses/987787523458924544,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[18,28]},{""text"":""Liberal"",""indices"":[46,54]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ArizonaKayte"",""name"":""Arizonakayte__"",""id"":23769223,""id_str"":""23769223"",""indices"":[3,16]}],""urls"":[]}"
16,9.88E+17,HawkeRaven,"RT @larryelder: The men said, ""We were told we had to buy something""--but we were NOT told we'd have to leave if we didn't. Well, gee, you see, if you still get to stay when you refuse to buy, then you really don't have to buy--after just being told that you had to. It's complicated.
#Starbucks",21/04/2018 21:17:42,en,540,3780,201,Asgard,7600,http://twitter.com/HawkeRaven/statuses/987787482862424071,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
17,9.88E+17,pedrozero,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:17:38,en,343,2401,1195,Los Angeles,4842,http://twitter.com/pedrozero/statuses/987787466936532993,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
18,9.88E+17,TheyAreHere,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:17:37,en,252,1764,425,,3568,http://twitter.com/TheyAreHere/statuses/987787459869200385,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
19,9.88E+17,rdp24k,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:17:25,en,2105,14735,3008,,29510,http://twitter.com/rdp24k/statuses/987787411475304450,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
20,9.88E+17,Ready1M,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:16:55,en,1466,10262,1727,"Missouri, USA",20564,http://twitter.com/Ready1M/statuses/987787285432283136,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
21,9.88E+17,Rtfighter_MAGA,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:16:26,en,5128,35896,3935,Total red state,71832,http://twitter.com/Rtfighter_MAGA/statuses/987787162627211264,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
22,9.88E+17,dkroue45,RT @BenShapQuotes: #Starbucks https://t.co/jq8ZzRNijO,21/04/2018 21:16:03,en,189,1323,33,"Detroit, MI",2686,,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[19,29]}],""symbols"":[],""user_mentions"":[{""screen_name"":""BenShapQuotes"",""name"":""Ben Shapiro Quotes"",""id"":768104037963198500,""id_str"":""768104037963198470"",""indices"":[3,17]}],""urls"":[],""media"":[{""id"":987486985844678700,""id_str"":""987486985844678659"",""indices"":[30,53],""media_url"":""http://pbs.twimg.com/media/DbRCLoOX4AMEBmh.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DbRCLoOX4AMEBmh.jpg"",""url"":""https://t.co/jq8ZzRNijO"",""display_url"":""pic.twitter.com/jq8ZzRNijO"",""expanded_url"":""https://twitter.com/BenShapQuotes/status/987486994950434822/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":680,""h"":652,""resize"":""fit""},""large"":{""w"":1080,""h"":1035,""resize"":""fit""},""medium"":{""w"":1080,""h"":1035,""resize"":""fit""}},""source_status_id"":987486994950434800,""source_status_id_str"":""987486994950434822"",""source_user_id"":768104037963198500,""source_user_id_str"":""768104037963198470""}]}"
23,9.88E+17,RockCrusher2,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:16:00,en,2100,14700,4999,,29440,http://twitter.com/RockCrusher2/statuses/987787053806051330,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
24,9.88E+17,HustinJouse,"RT @larryelder: Philadelphia Police Commish, who is black as was at least one of the cops, said his cops did nothing wrong. Apologized anyway. #Starbucks CEO confirms store policy requires a purchase. Apologized anyway. And media are treating the 2 black #victicrats like they're Rosa Parks.",21/04/2018 21:15:48,en,21,147,478,,334,http://twitter.com/HustinJouse/statuses/987787001603723265,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
25,9.88E+17,ksfloyd1,"RT @larryelder: Philadelphia Police Commish, who is black as was at least one of the cops, said his cops did nothing wrong. Apologized anyway. #Starbucks CEO confirms store policy requires a purchase. Apologized anyway. And media are treating the 2 black #victicrats like they're Rosa Parks.",21/04/2018 21:15:29,en,339,2373,882,Arkansas,4786,http://twitter.com/ksfloyd1/statuses/987786922499166208,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
26,9.88E+17,quality_scents,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:15:27,en,83,581,87,USA,1202,http://twitter.com/quality_scents/statuses/987786915314257920,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
27,9.88E+17,LongTidalRiver,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:15:22,en,3939,27573,4624,Somewhere in the 13 Colonies,55186,http://twitter.com/LongTidalRiver/statuses/987786893319340032,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
28,9.88E+17,KatieR4567,RT @j762556: @ArizonaKayte @FriendlyJMC I__ like to thank #Starbucks for introducing me to #BlackRifleCoffee and helping their company grow,21/04/2018 21:15:17,en,150,1050,137,,2140,http://twitter.com/KatieR4567/statuses/987786873081708544,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[58,68]},{""text"":""BlackRifleCoffee"",""indices"":[91,108]}],""symbols"":[],""user_mentions"":[{""screen_name"":""j762556"",""name"":""J762556"",""id"":759718709036449800,""id_str"":""759718709036449792"",""indices"":[3,11]},{""screen_name"":""ArizonaKayte"",""name"":""Arizonakayte__"",""id"":23769223,""id_str"":""23769223"",""indices"":[13,26]},{""screen_name"":""FriendlyJMC"",""name"":""FriendlyJan__________"",""id"":4821375853,""id_str"":""4821375853"",""indices"":[27,39]}],""urls"":[]}"
29,9.88E+17,Paulgorce1,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:14:56,en,175,1225,410,,2490,http://twitter.com/Paulgorce1/statuses/987786785072799744,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
30,9.88E+17,TOSFALLA3,"RT @PolToons: No Latte No Peace #Starbucks 
Black Coffee is Racist too
TDS #TrumpDerangementSyndrome #SnowFlakes #CupCakes
https://t.co/jJuO9R7ujr https://t.co/lamlnBnvE5",21/04/2018 21:14:53,en,272,1904,286,,3848,http://twitter.com/TOSFALLA3/statuses/987786770950643713,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[32,42]},{""text"":""TrumpDerangementSyndrome"",""indices"":[75,100]},{""text"":""SnowFlakes"",""indices"":[101,112]},{""text"":""CupCakes"",""indices"":[113,122]}],""symbols"":[],""user_mentions"":[{""screen_name"":""PolToons"",""name"":""Political Cartoons"",""id"":2906962900,""id_str"":""2906962900"",""indices"":[3,12]}],""urls"":[]}"
31,9.88E+17,SandersDave6,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:14:52,en,28,196,150,Israel,432,http://twitter.com/SandersDave6/statuses/987786769289576450,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
32,9.88E+17,on_azimuth,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:14:44,en,1198,8386,1475,"Open Road, USA",16812,,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
33,9.88E+17,KatieR4567,"RT @ArizonaKayte: #Starbucks, one of the most #Liberal companies on planet earth, are falling all over themselves to show how sensitive they are &amp; will PC themselves straight out of business.

WALSH: The Facts Are In. The Real Story At Starbucks Is Entitlement, Not #Racism. https://t.co/2cbxp7YVHH",21/04/2018 21:14:41,en,150,1050,137,,2140,http://twitter.com/KatieR4567/statuses/987786722258731008,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[18,28]},{""text"":""Liberal"",""indices"":[46,54]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ArizonaKayte"",""name"":""Arizonakayte__"",""id"":23769223,""id_str"":""23769223"",""indices"":[3,16]}],""urls"":[]}"
34,9.88E+17,BobALynn,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:14:19,en,166,1162,662,"Columbia, SC",2364,http://twitter.com/BobALynn/statuses/987786628633686017,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
35,9.88E+17,etf13,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:14:15,en,3434,24038,4132,,48116,http://twitter.com/etf13/statuses/987786614809100288,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
36,9.88E+17,darthur111,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:13:55,en,11428,79996,11754,"Texas, USA",160032,http://twitter.com/darthur111/statuses/987786527999655940,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
37,9.88E+17,infomologist,"RT @LoriTharps: Clearly #Starbucks needs to do more than hold a one-day workshop to ""fix"" the problem of racism. I've come up with a five-point plan guaranteed to do more. And it includes giving #freecoffee to #Blackpeople every year on April 12. https://t.co/bD8jdiL0U4 #realchange #walkthewalk",21/04/2018 21:13:54,en,73,511,130,"Philadelphia, PA",1062,http://twitter.com/infomologist/statuses/987786525298561024,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[24,34]}],""symbols"":[],""user_mentions"":[{""screen_name"":""LoriTharps"",""name"":""Lori T."",""id"":19820382,""id_str"":""19820382"",""indices"":[3,14]}],""urls"":[]}"
38,9.88E+17,MANNYDESANTIAGO,"RT @ArizonaKayte: #Starbucks, one of the most #Liberal companies on planet earth, are falling all over themselves to show how sensitive they are &amp; will PC themselves straight out of business.

WALSH: The Facts Are In. The Real Story At Starbucks Is Entitlement, Not #Racism. https://t.co/2cbxp7YVHH",21/04/2018 21:13:40,en,1418,9926,1292,"California, USA",19892,http://twitter.com/MANNYDESANTIAGO/statuses/987786465726758912,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[18,28]},{""text"":""Liberal"",""indices"":[46,54]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ArizonaKayte"",""name"":""Arizonakayte__"",""id"":23769223,""id_str"":""23769223"",""indices"":[3,16]}],""urls"":[]}"
39,9.88E+17,First2Chat,"Free #Starbucks #coffee with friends on the new app First2Chat
https://t.co/wcJnxl5X3R__ 
 https://t.co/I1eNFCVxe1__  
 https://t.co/sLVqjHVWTX",21/04/2018 21:13:37,en,1,7,1,,54,http://twitter.com/First2Chat/statuses/987786454158852097,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[5,15]},{""text"":""coffee"",""indices"":[16,23]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/wcJnxl5X3R"",""expanded_url"":""https://play.google.com/store/search?q=FirsToChat&hl=en"",""display_url"":""play.google.com/store/search?q_"",""indices"":[63,86]},{""url"":""https://t.co/I1eNFCVxe1"",""expanded_url"":""https://itunes.apple.com/us/app/firstochat/id1350090501?mt=8&ign-mpt=uo%3D2"",""display_url"":""itunes.apple.com/us/app/firstoc_"",""indices"":[91,114]},{""url"":""https://t.co/sLVqjHVWTX"",""expanded_url"":""http://www.first2chat.com"",""display_url"":""first2chat.com"",""indices"":[120,143]}]}"
40,9.88E+17,derf64,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:13:30,en,2115,14805,2658,State of Jefferson,29650,,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
41,9.88E+17,twojs,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:13:25,en,562,3934,501,"Texas, USA",7908,http://twitter.com/twojs/statuses/987786402741063681,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
42,9.88E+17,RReisner,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:13:02,en,82,574,14,,1188,http://twitter.com/RReisner/statuses/987786308042002434,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
43,9.88E+17,tellok,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 21:13:00,en,748,5236,906,,10512,http://twitter.com/tellok/statuses/987786300433584131,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
