id,created_at,tweets,user_id,user_location,retweet_count,Urls,Media,game
6,2018-04-18 01:01:43,Counter-Strike Nexon: Zombies encourages homosexuality #gamergate,777719679691259904,games bad,0,[],,Counter-Strike
10,2018-04-18 00:58:24,#csgo godazed just went live on Twitch https://t.co/YLrFsxWtHG,724661760565850112,,0,"[{'url': 'https://t.co/YLrFsxWtHG', 'expanded_url': 'http://bit.ly/cs-streams', 'display_url': 'bit.ly/cs-streams', 'indices': [39, 62]}]",,Counter-Strike
12,2018-04-18 00:47:52,"#foxplayer  vean algo sobre counter strike global offensive, es de lo mejor!!",4486577236,,0,[],,Counter-Strike
49,2018-04-17 23:48:41,1/ You know what I miss about old school #Gaming on a PC? Dedicated servers in games like Unreal Tournament or Quak… https://t.co/AM59HcYqKX,775200912780333057,"California, USA",0,"[{'url': 'https://t.co/AM59HcYqKX', 'expanded_url': 'https://twitter.com/i/web/status/986391025663881221', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",,Counter-Strike
58,2018-04-17 23:36:50,"RT @Sacrificedeh: Going live for a little bit with Counter strike GO! https://t.co/Lp2pUEu5xQ 
#twitchkittens 
#SupportSmallStreamers 
#Sup…",741241356,,3,"[{'url': 'https://t.co/Lp2pUEu5xQ', 'expanded_url': 'https://www.twitch.tv/sacrificedeh', 'display_url': 'twitch.tv/sacrificedeh', 'indices': [70, 93]}]",,Counter-Strike
58,2018-04-17 23:36:50,"RT @Sacrificedeh: Going live for a little bit with Counter strike GO! https://t.co/Lp2pUEu5xQ 
#twitchkittens 
#SupportSmallStreamers 
#Sup…",741241356,,3,"[{'url': 'https://t.co/Lp2pUEu5xQ', 'expanded_url': 'https://www.twitch.tv/sacrificedeh', 'display_url': 'twitch.tv/sacrificedeh', 'indices': [70, 93]}]",,Counter-Strike
59,2018-04-17 23:33:51,RT @CursedAscension: Introducing Cursed Counter Strike. #OurCurse https://t.co/xDNIRWKBuX,1873945513,"New Jersey, USA",54,[],"[{'id': 986002820779327490, 'id_str': '986002820779327490', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/Da78V2gVwAIn7sw.png', 'media_url_https': 'https://pbs.twimg.com/media/Da78V2gVwAIn7sw.png', 'url': 'https://t.co/xDNIRWKBuX', 'display_url': 'pic.twitter.com/xDNIRWKBuX', 'expanded_url': 'https://twitter.com/CursedAscension/status/986014111640236032/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}}, 'source_status_id': 986014111640236032, 'source_status_id_str': '986014111640236032', 'source_user_id': 708644083221172226, 'source_user_id_str': '708644083221172226'}]",Counter-Strike
63,2018-04-17 23:30:30,RT @CursedAscension: Introducing Cursed Counter Strike. #OurCurse https://t.co/xDNIRWKBuX,3316336172,Cursed House,54,[],"[{'id': 986002820779327490, 'id_str': '986002820779327490', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/Da78V2gVwAIn7sw.png', 'media_url_https': 'https://pbs.twimg.com/media/Da78V2gVwAIn7sw.png', 'url': 'https://t.co/xDNIRWKBuX', 'display_url': 'pic.twitter.com/xDNIRWKBuX', 'expanded_url': 'https://twitter.com/CursedAscension/status/986014111640236032/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}}, 'source_status_id': 986014111640236032, 'source_status_id_str': '986014111640236032', 'source_user_id': 708644083221172226, 'source_user_id_str': '708644083221172226'}]",Counter-Strike
101,2018-04-14 20:56:58,Bill Overbec #left 4 dead# https://t.co/e6sx9I5R2N,984909333736632320,United States,0,[],"[{'id': 985260642767552512, 'id_str': '985260642767552512', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/DaxZVZ9VQAA3AdC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaxZVZ9VQAA3AdC.jpg', 'url': 'https://t.co/e6sx9I5R2N', 'display_url': 'pic.twitter.com/e6sx9I5R2N', 'expanded_url': 'https://twitter.com/Lucarioc1371/status/985260649562374145/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]",Left 4 Dead
102,2018-04-13 03:00:03,"Left 4 Dead - Turtle Rock's last unfinished Left 4 Dead campaign is now available to play
https://t.co/Ny5YKCt87E
#Left #4 #Dead #Steam",2735559156,,0,"[{'url': 'https://t.co/Ny5YKCt87E', 'expanded_url': 'https://envul.com/gu/23893/', 'display_url': 'envul.com/gu/23893/', 'indices': [90, 113]}]",,Left 4 Dead
102,2018-04-13 03:00:03,"Left 4 Dead - Turtle Rock's last unfinished Left 4 Dead campaign is now available to play
https://t.co/Ny5YKCt87E
#Left #4 #Dead #Steam",2735559156,,0,"[{'url': 'https://t.co/Ny5YKCt87E', 'expanded_url': 'https://envul.com/gu/23893/', 'display_url': 'envul.com/gu/23893/', 'indices': [90, 113]}]",,Left 4 Dead
102,2018-04-13 03:00:03,"Left 4 Dead - Turtle Rock's last unfinished Left 4 Dead campaign is now available to play
https://t.co/Ny5YKCt87E
#Left #4 #Dead #Steam",2735559156,,0,"[{'url': 'https://t.co/Ny5YKCt87E', 'expanded_url': 'https://envul.com/gu/23893/', 'display_url': 'envul.com/gu/23893/', 'indices': [90, 113]}]",,Left 4 Dead
103,2018-04-12 15:45:05,"https://t.co/zpDI1c24vX - Buy Left 4 Dead 2  for $0.00 - Over 0% off!
https://t.co/OluDcZrmCO
#Left #Dead https://t.co/58apF4lFVD",2736333787,,0,"[{'url': 'https://t.co/zpDI1c24vX', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/OluDcZrmCO', 'expanded_url': 'https://dailygamesale.com/_361/', 'display_url': 'dailygamesale.com/_361/', 'indices': [70, 93]}]","[{'id': 984457381080788992, 'id_str': '984457381080788992', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/Dal-xa_U8AAiAvN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dal-xa_U8AAiAvN.jpg', 'url': 'https://t.co/58apF4lFVD', 'display_url': 'pic.twitter.com/58apF4lFVD', 'expanded_url': 'https://twitter.com/Unreal_Deals/status/984457382880145409/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 385, 'h': 529, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 385, 'h': 529, 'resize': 'fit'}, 'small': {'w': 385, 'h': 529, 'resize': 'fit'}}}]",Left 4 Dead
103,2018-04-12 15:45:05,"https://t.co/zpDI1c24vX - Buy Left 4 Dead 2  for $0.00 - Over 0% off!
https://t.co/OluDcZrmCO
#Left #Dead https://t.co/58apF4lFVD",2736333787,,0,"[{'url': 'https://t.co/zpDI1c24vX', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/OluDcZrmCO', 'expanded_url': 'https://dailygamesale.com/_361/', 'display_url': 'dailygamesale.com/_361/', 'indices': [70, 93]}]","[{'id': 984457381080788992, 'id_str': '984457381080788992', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/Dal-xa_U8AAiAvN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dal-xa_U8AAiAvN.jpg', 'url': 'https://t.co/58apF4lFVD', 'display_url': 'pic.twitter.com/58apF4lFVD', 'expanded_url': 'https://twitter.com/Unreal_Deals/status/984457382880145409/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 385, 'h': 529, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 385, 'h': 529, 'resize': 'fit'}, 'small': {'w': 385, 'h': 529, 'resize': 'fit'}}}]",Left 4 Dead
104,2018-04-11 22:10:05,"https://t.co/zpDI1c24vX - Buy Left 4 Dead 2  for $0.00 - Over 0% off!
https://t.co/OluDcZrmCO
#Left #Dead https://t.co/jDaiHaOc0H",2736333787,,0,"[{'url': 'https://t.co/zpDI1c24vX', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/OluDcZrmCO', 'expanded_url': 'https://dailygamesale.com/_361/', 'display_url': 'dailygamesale.com/_361/', 'indices': [70, 93]}]","[{'id': 984191883281707009, 'id_str': '984191883281707009', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/DaiNTanUMAE5QlC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaiNTanUMAE5QlC.jpg', 'url': 'https://t.co/jDaiHaOc0H', 'display_url': 'pic.twitter.com/jDaiHaOc0H', 'expanded_url': 'https://twitter.com/Unreal_Deals/status/984191884456161280/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 385, 'h': 529, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 385, 'h': 529, 'resize': 'fit'}, 'small': {'w': 385, 'h': 529, 'resize': 'fit'}}}]",Left 4 Dead
104,2018-04-11 22:10:05,"https://t.co/zpDI1c24vX - Buy Left 4 Dead 2  for $0.00 - Over 0% off!
https://t.co/OluDcZrmCO
#Left #Dead https://t.co/jDaiHaOc0H",2736333787,,0,"[{'url': 'https://t.co/zpDI1c24vX', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/OluDcZrmCO', 'expanded_url': 'https://dailygamesale.com/_361/', 'display_url': 'dailygamesale.com/_361/', 'indices': [70, 93]}]","[{'id': 984191883281707009, 'id_str': '984191883281707009', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/DaiNTanUMAE5QlC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaiNTanUMAE5QlC.jpg', 'url': 'https://t.co/jDaiHaOc0H', 'display_url': 'pic.twitter.com/jDaiHaOc0H', 'expanded_url': 'https://twitter.com/Unreal_Deals/status/984191884456161280/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 385, 'h': 529, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 385, 'h': 529, 'resize': 'fit'}, 'small': {'w': 385, 'h': 529, 'resize': 'fit'}}}]",Left 4 Dead
105,2018-04-09 21:10:06,"https://t.co/zpDI1bKtEp - Buy Left 4 Dead 2  for $0.00 - Over 0% off!
https://t.co/OluDcZIY1o
#Left #Dead https://t.co/FlbVBBC2zi",2736333787,,0,"[{'url': 'https://t.co/zpDI1bKtEp', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/OluDcZIY1o', 'expanded_url': 'https://dailygamesale.com/_361/', 'display_url': 'dailygamesale.com/_361/', 'indices': [70, 93]}]","[{'id': 983452010174406656, 'id_str': '983452010174406656', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/DaXsZIgW4AACeSr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaXsZIgW4AACeSr.jpg', 'url': 'https://t.co/FlbVBBC2zi', 'display_url': 'pic.twitter.com/FlbVBBC2zi', 'expanded_url': 'https://twitter.com/Unreal_Deals/status/983452012313563136/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 385, 'h': 529, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 385, 'h': 529, 'resize': 'fit'}, 'small': {'w': 385, 'h': 529, 'resize': 'fit'}}}]",Left 4 Dead
105,2018-04-09 21:10:06,"https://t.co/zpDI1bKtEp - Buy Left 4 Dead 2  for $0.00 - Over 0% off!
https://t.co/OluDcZIY1o
#Left #Dead https://t.co/FlbVBBC2zi",2736333787,,0,"[{'url': 'https://t.co/zpDI1bKtEp', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/OluDcZIY1o', 'expanded_url': 'https://dailygamesale.com/_361/', 'display_url': 'dailygamesale.com/_361/', 'indices': [70, 93]}]","[{'id': 983452010174406656, 'id_str': '983452010174406656', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/DaXsZIgW4AACeSr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaXsZIgW4AACeSr.jpg', 'url': 'https://t.co/FlbVBBC2zi', 'display_url': 'pic.twitter.com/FlbVBBC2zi', 'expanded_url': 'https://twitter.com/Unreal_Deals/status/983452012313563136/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 385, 'h': 529, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 385, 'h': 529, 'resize': 'fit'}, 'small': {'w': 385, 'h': 529, 'resize': 'fit'}}}]",Left 4 Dead
106,2018-04-08 19:25:05,"https://t.co/zpDI1c24vX - Buy Left 4 Dead 2  for $0.00 - Over 0% off!
https://t.co/OluDcZrmCO
#Left #Dead https://t.co/XDlTrGXuzF",2736333787,,0,"[{'url': 'https://t.co/zpDI1c24vX', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/OluDcZrmCO', 'expanded_url': 'https://dailygamesale.com/_361/', 'display_url': 'dailygamesale.com/_361/', 'indices': [70, 93]}]","[{'id': 983063197564338178, 'id_str': '983063197564338178', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/DaSKxQqVAAIFAxC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaSKxQqVAAIFAxC.jpg', 'url': 'https://t.co/XDlTrGXuzF', 'display_url': 'pic.twitter.com/XDlTrGXuzF', 'expanded_url': 'https://twitter.com/Unreal_Deals/status/983063199082692608/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 385, 'h': 529, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 385, 'h': 529, 'resize': 'fit'}, 'small': {'w': 385, 'h': 529, 'resize': 'fit'}}}]",Left 4 Dead
106,2018-04-08 19:25:05,"https://t.co/zpDI1c24vX - Buy Left 4 Dead 2  for $0.00 - Over 0% off!
https://t.co/OluDcZrmCO
#Left #Dead https://t.co/XDlTrGXuzF",2736333787,,0,"[{'url': 'https://t.co/zpDI1c24vX', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/OluDcZrmCO', 'expanded_url': 'https://dailygamesale.com/_361/', 'display_url': 'dailygamesale.com/_361/', 'indices': [70, 93]}]","[{'id': 983063197564338178, 'id_str': '983063197564338178', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/DaSKxQqVAAIFAxC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaSKxQqVAAIFAxC.jpg', 'url': 'https://t.co/XDlTrGXuzF', 'display_url': 'pic.twitter.com/XDlTrGXuzF', 'expanded_url': 'https://twitter.com/Unreal_Deals/status/983063199082692608/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 385, 'h': 529, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 385, 'h': 529, 'resize': 'fit'}, 'small': {'w': 385, 'h': 529, 'resize': 'fit'}}}]",Left 4 Dead
107,2018-04-17 23:44:08,RT @OverPowerCup: No Bounty Hunter 2:0 PRIES - That's it for today! #europe #dota,271312993,Negeri sembilan,1,[],,Dota 2
107,2018-04-17 23:44:08,RT @OverPowerCup: No Bounty Hunter 2:0 PRIES - That's it for today! #europe #dota,271312993,Negeri sembilan,1,[],,Dota 2
108,2018-04-17 23:43:43,RT @DOTA_streams: #DOTA draskyl just went live on Twitch https://t.co/10dQiOK0uA,271312993,Negeri sembilan,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [57, 80]}]",,Dota 2
109,2018-04-17 23:41:09,#DOTA draskyl just went live on Twitch https://t.co/10dQiOK0uA,724904194445074432,,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [39, 62]}]",,Dota 2
110,2018-04-17 22:46:48,No Bounty Hunter 2:0 PRIES - That's it for today! #europe #dota,3065989504,Europe,1,[],,Dota 2
110,2018-04-17 22:46:48,No Bounty Hunter 2:0 PRIES - That's it for today! #europe #dota,3065989504,Europe,1,[],,Dota 2
111,2018-04-17 21:43:48,RT @DOTA_streams: #DOTA wagamamatv just went live on Twitch https://t.co/10dQiP1Bm8,271312993,Negeri sembilan,1,"[{'url': 'https://t.co/10dQiP1Bm8', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [60, 83]}]",,Dota 2
112,2018-04-17 20:51:18,#DOTA wagamamatv just went live on Twitch https://t.co/10dQiP1Bm8,724904194445074432,,1,"[{'url': 'https://t.co/10dQiP1Bm8', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [42, 65]}]",,Dota 2
113,2018-04-17 20:43:44,RT @DOTA_streams: #DOTA illidanstr just went live on Twitch https://t.co/10dQiOK0uA,271312993,Negeri sembilan,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [60, 83]}]",,Dota 2
114,2018-04-17 20:36:18,#DOTA illidanstr just went live on Twitch https://t.co/10dQiOK0uA,724904194445074432,,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [42, 65]}]",,Dota 2
116,2018-04-17 17:33:59,"RT @Dota2Core: China DOTA 2 SUPERMAJOR invites!
Who is your favorite?
#dota #dota2 https://t.co/J1kCgzEHcY",818998317199736832,"Davao City, Davao Region",4,[],"[{'id': 986153724593737728, 'id_str': '986153724593737728', 'indices': [83, 106], 'media_url': 'http://pbs.twimg.com/media/Da-FlnBWkAA0ymB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Da-FlnBWkAA0ymB.jpg', 'url': 'https://t.co/J1kCgzEHcY', 'display_url': 'pic.twitter.com/J1kCgzEHcY', 'expanded_url': 'https://twitter.com/Dota2Core/status/986153726531592194/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 561, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 970, 'resize': 'fit'}, 'large': {'w': 800, 'h': 970, 'resize': 'fit'}}, 'source_status_id': 986153726531592194, 'source_status_id_str': '986153726531592194', 'source_user_id': 3955593328, 'source_user_id_str': '3955593328'}]",Dota 2
116,2018-04-17 17:33:59,"RT @Dota2Core: China DOTA 2 SUPERMAJOR invites!
Who is your favorite?
#dota #dota2 https://t.co/J1kCgzEHcY",818998317199736832,"Davao City, Davao Region",4,[],"[{'id': 986153724593737728, 'id_str': '986153724593737728', 'indices': [83, 106], 'media_url': 'http://pbs.twimg.com/media/Da-FlnBWkAA0ymB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Da-FlnBWkAA0ymB.jpg', 'url': 'https://t.co/J1kCgzEHcY', 'display_url': 'pic.twitter.com/J1kCgzEHcY', 'expanded_url': 'https://twitter.com/Dota2Core/status/986153726531592194/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 561, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 970, 'resize': 'fit'}, 'large': {'w': 800, 'h': 970, 'resize': 'fit'}}, 'source_status_id': 986153726531592194, 'source_status_id_str': '986153726531592194', 'source_user_id': 3955593328, 'source_user_id_str': '3955593328'}]",Dota 2
118,2018-04-17 16:43:46,RT @DOTA_streams: #DOTA peterpandam just went live on Twitch https://t.co/10dQiOK0uA,271312993,Negeri sembilan,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [61, 84]}]",,Dota 2
119,2018-04-17 16:43:44,RT @DOTA_streams: #DOTA cartmanzbs just went live on Twitch https://t.co/10dQiOK0uA,271312993,Negeri sembilan,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [60, 83]}]",,Dota 2
120,2018-04-17 16:31:09,#DOTA cartmanzbs just went live on Twitch https://t.co/10dQiOK0uA,724904194445074432,,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [42, 65]}]",,Dota 2
121,2018-04-17 15:46:52,#DOTA peterpandam just went live on Twitch https://t.co/10dQiOK0uA,724904194445074432,,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [43, 66]}]",,Dota 2
122,2018-04-17 15:43:47,RT @DOTA_streams: #DOTA stray228 just went live on Twitch https://t.co/10dQiOK0uA,271312993,Negeri sembilan,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [58, 81]}]",,Dota 2
123,2018-04-17 14:51:16,#DOTA stray228 just went live on Twitch https://t.co/10dQiOK0uA,724904194445074432,,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [40, 63]}]",,Dota 2
124,2018-04-17 14:43:46,RT @DOTA_streams: #DOTA eternalenvyy just went live on Twitch https://t.co/10dQiOK0uA,271312993,Negeri sembilan,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [62, 85]}]",,Dota 2
125,2018-04-17 14:01:38,#DOTA eternalenvyy just went live on Twitch https://t.co/10dQiOK0uA,724904194445074432,,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [44, 67]}]",,Dota 2
126,2018-04-17 13:43:54,RT @DOTA_streams: #DOTA followkudes just went live on Twitch https://t.co/10dQiOK0uA,271312993,Negeri sembilan,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [61, 84]}]",,Dota 2
127,2018-04-17 13:43:46,RT @Shadow56321167: #Dota 2 SA 312: https://t.co/Bwv2Jzay3V via @YouTube,271312993,Negeri sembilan,1,"[{'url': 'https://t.co/Bwv2Jzay3V', 'expanded_url': 'http://youtu.be/dUjvvOvQ6TA?a', 'display_url': 'youtu.be/dUjvvOvQ6TA?a', 'indices': [36, 59]}]",,Dota 2
128,2018-04-17 13:43:04,"RT @Dota2Core: China DOTA 2 SUPERMAJOR invites!
Who is your favorite?
#dota #dota2 https://t.co/J1kCgzEHcY",2897912130,MNL,4,[],"[{'id': 986153724593737728, 'id_str': '986153724593737728', 'indices': [83, 106], 'media_url': 'http://pbs.twimg.com/media/Da-FlnBWkAA0ymB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Da-FlnBWkAA0ymB.jpg', 'url': 'https://t.co/J1kCgzEHcY', 'display_url': 'pic.twitter.com/J1kCgzEHcY', 'expanded_url': 'https://twitter.com/Dota2Core/status/986153726531592194/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 561, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 970, 'resize': 'fit'}, 'large': {'w': 800, 'h': 970, 'resize': 'fit'}}, 'source_status_id': 986153726531592194, 'source_status_id_str': '986153726531592194', 'source_user_id': 3955593328, 'source_user_id_str': '3955593328'}]",Dota 2
128,2018-04-17 13:43:04,"RT @Dota2Core: China DOTA 2 SUPERMAJOR invites!
Who is your favorite?
#dota #dota2 https://t.co/J1kCgzEHcY",2897912130,MNL,4,[],"[{'id': 986153724593737728, 'id_str': '986153724593737728', 'indices': [83, 106], 'media_url': 'http://pbs.twimg.com/media/Da-FlnBWkAA0ymB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Da-FlnBWkAA0ymB.jpg', 'url': 'https://t.co/J1kCgzEHcY', 'display_url': 'pic.twitter.com/J1kCgzEHcY', 'expanded_url': 'https://twitter.com/Dota2Core/status/986153726531592194/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 561, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 970, 'resize': 'fit'}, 'large': {'w': 800, 'h': 970, 'resize': 'fit'}}, 'source_status_id': 986153726531592194, 'source_status_id_str': '986153726531592194', 'source_user_id': 3955593328, 'source_user_id_str': '3955593328'}]",Dota 2
129,2018-04-17 13:41:58,#Dota 2 SA 312: https://t.co/Bwv2Jzay3V via @YouTube,885093678,Durban,1,"[{'url': 'https://t.co/Bwv2Jzay3V', 'expanded_url': 'http://youtu.be/dUjvvOvQ6TA?a', 'display_url': 'youtu.be/dUjvvOvQ6TA?a', 'indices': [16, 39]}]",,Dota 2
130,2018-04-17 13:36:10,#DOTA followkudes just went live on Twitch https://t.co/10dQiOK0uA,724904194445074432,,1,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [43, 66]}]",,Dota 2
133,2018-04-17 12:56:33,#DOTA a1taoda just went live on Twitch https://t.co/10dQiOK0uA,724904194445074432,,0,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [39, 62]}]",,Dota 2
134,2018-04-17 12:54:59,RT @DOTA_streams: #DOTA dreadztv just went live on Twitch https://t.co/10dQiOK0uA,942074927309623296,"Florida, USA",2,"[{'url': 'https://t.co/10dQiOK0uA', 'expanded_url': 'http://bit.ly/dota-streams', 'display_url': 'bit.ly/dota-streams', 'indices': [58, 81]}]",,Dota 2
135,2018-04-17 12:43:54,"RT @dota2_expert: Results of StarLadder Season 5 Dota 2 Minor (exept FTM)
https://t.co/EbpdnainJW
#dota2plus #dota2plus #ileague #sltv #min…",271312993,Negeri sembilan,1,"[{'url': 'https://t.co/EbpdnainJW', 'expanded_url': 'https://dota2plusz.ru/team-statistics/', 'display_url': 'dota2plusz.ru/team-statistic…', 'indices': [74, 97]}]",,Dota 2
135,2018-04-17 12:43:54,"RT @dota2_expert: Results of StarLadder Season 5 Dota 2 Minor (exept FTM)
https://t.co/EbpdnainJW
#dota2plus #dota2plus #ileague #sltv #min…",271312993,Negeri sembilan,1,"[{'url': 'https://t.co/EbpdnainJW', 'expanded_url': 'https://dota2plusz.ru/team-statistics/', 'display_url': 'dota2plusz.ru/team-statistic…', 'indices': [74, 97]}]",,Dota 2
