2018-04-16 23:59:57,986031471537377285,2247592872,fscradio,"b'Unknown Artist oh love rhonda renai https://t.co/lRiN0i1GR5 ,. radio_spin_ID#:1822,#radio #artist #top40\xe2\x80\xa6 https://t.co/5GdvVsrmNR'",11459,4667,0,0
2018-04-16 23:59:55,986031466500034560,475738186,realrikkidoolan,"b'\xe2\x80\x9cCrowds Getting Crazy Outta Their Seats, Clapping their Hands and Stomping their Feet\xe2\x80\x9d - late night at work with\xe2\x80\xa6 https://t.co/jiwyfs9Gh1'",5516,246,9,26
2018-04-16 23:59:53,986031454608998401,794241310328639488,_nic_and_cam_,b'Give Me Jesus https://t.co/jbpx040hc4 #faith #mommin #music #thearts',1296,968,0,0
2018-04-16 23:59:52,986031451857551360,585490397,mars_on_world,b'\xe2\x9e\x9fMASAKI YODA -CRY-M(second season)(sample)(1/3 Quality)- https://t.co/mYKiW45yRK  #music #musik #japan #INFORMATION',55602,45062,0,0
2018-04-16 23:59:49,986031441090838529,901965210436722688,Tina8Janice,b'RT @BabesPornVideo: \xe2\x8f\xac watch \xe2\x8f\xac\n\nhttps://t.co/OvzTQNxU3i\n\n#babe #porn #blowjob #hd #music #overwatch #cartoon #anal #bigass #xxx #sex #nsfw #\xe2\x80\xa6',2455,943,13,0
2018-04-16 23:59:45,986031422967136256,585490397,mars_on_world,"b""\xe2\x9e\x9cPIERROT'S on LINE MUSIC https://t.co/JJDR2cS1ME https://t.co/QPHlTi2Xqa https://t.co/th6eH6G7Tt #music #musik #japan #INFORMATION""",55602,45062,0,0
2018-04-16 23:59:41,986031407037284352,2319229043,dr_ringer,"b'RT @jasminecainrock: Wow! Over 110K views of the video for \xe2\x80\x9cHighway Prophet"" that I wrote for the tv series, #SonsOfAnarchy! Thanks so much\xe2\x80\xa6'",359,522,75,0
2018-04-16 23:59:40,986031402360729600,1029660978,RadwaWael,b'RT @Madonna: Now that Mercury is out of Retrograde! \xf0\x9f\x98\x82\xf0\x9f\x8c\x88\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb. A Glimpse of things to come!! #mdnaskin #music #dancers #thermalwaters \xf0\x9f\x92\xa6\xf0\x9f\x92\xa6#holywat\xe2\x80\xa6',125,248,876,0
2018-04-16 23:59:39,986031396593348608,726436626008788992,MylesAStafford,"b""RT @Raymond_Norman: Stuart Epps, a #producer who works with Elton John, Produced 16-Time  Top-30 Charted '99 Gold' by @afteraliceband An #A\xe2\x80\xa6""",12382,10109,79,0
2018-04-16 23:59:38,986031394462863360,21695263,AwildaRivera,b'#KendrickLamar is the first #rapper to win a #Pulitzer #Prize for #music. The Pulitzer for music has historically g\xe2\x80\xa6 https://t.co/99kRfJpaSi',4584,2338,2,1
