2018-04-14 23:59:57,985306699107102722,705089580131811328,HTagBlackoutPod,b'RT @HTagBlackoutPod: #New Heat Ep 86: Cash Me Outside Financial Aid - #Tekashi6ix9ine #bhadbhabie #money #rap #hiphop #music\n\n#SoundCloud #\xe2\x80\xa6',1431,1943,11,0
2018-04-14 23:59:54,985306686096314370,4876036149,classichitradio,b'#rock #pop #dance #latio #music 24/7 #np  Simply Red -  Stars https://t.co/fijyDN320r',4099,4548,0,0
2018-04-14 23:59:52,985306675191205888,1551055039,HoustonLFC,b'RT @TheGorgeousGael: Saturday Night \xe2\x98\x98\xef\xb8\x8f\n@TheGorgeousGael \n#RiceVillage #WestU #Houston\n\n#MLB #Baseball \xe2\x9a\xbe\xef\xb8\x8f\n#NBA Playoffs \xf0\x9f\x8f\x80\n#NHL Playoffs \xf0\x9f\x8f\x92\n\n#\xe2\x80\xa6',1800,662,1,0
2018-04-14 23:59:48,985306660775182336,1602108240,Indoorvapers,"b'Posted a new song: ""HillBilly Stomp"" https://t.co/mRlmtBiu6C #music https://t.co/JCB9n3HCNS'",105,446,0,0
2018-04-14 23:59:43,985306640852443137,116922374,BoogsMalone,b'ON MY SET -21 Savage type beat https://t.co/vyZctcz5yU via @YouTube DOWNLOAD NOW #beats #music #new21savage',81214,37315,0,1
2018-04-14 23:59:40,985306626826485761,1003372398,CMN169,"b'RT @PatyCantu: Make music, not WAR.\n#WAR ft. @beamiller \n#333IsComing #makemusic #notwar #letswavethewhiteflag #peace #nuevo #contenido #gi\xe2\x80\xa6'",61,122,231,0
2018-04-14 23:59:38,985306619549503488,482985107,FutureLGrace,b'RT @westcoastnation: Westcoast \xc3\x97 New #music Fridays @PeriscopeTV #hiphop #edm #periscopetv #talk #golive \xf0\x9f\x94\xa5\xf0\x9f\x8d\xbb\xf0\x9f\x8d\xb8\xf0\x9f\xa5\x83\xf0\x9f\x94\xa5 https://t.co/GWhL1cBMiA',490,851,6,0
2018-04-14 23:59:35,985306605196660736,2993035084,dodo199137,"b""RT @ElicitMagazine: The latest single 'Fragile' from @dannibouchard is unapologetically catchy! Check out our review here: https://t.co/MAP\xe2\x80\xa6""",2558,721,9,0
2018-04-14 23:59:30,985306585835753472,980778662789369856,KeyzorBeach,"b'Thank you to everyone on https://t.co/euOpMAO0jk who helped me, and is continuing to give me feedback, I wouldn\xe2\x80\x99t h\xe2\x80\xa6 https://t.co/5EPAJ9d8gs'",7,74,0,1
2018-04-14 23:59:30,985306582866190336,482985107,FutureLGrace,b'RT @Everett1996: Feel Good #music on a #SaturdayAfternoon @PeriscopeTV #NBAPlayoffs #Amici17 #goodvibes come chill \xe2\x9c\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x95\xba\xf0\x9f\x8f\xbd\xf0\x9f\x98\x8e\xf0\x9f\x8f\x80 https://t.co/Pw3P\xe2\x80\xa6',490,851,16,0
